member_name,sitting_date,parliamentary_period,parliamentary_session,parliamentary_sitting,political_party,government,member_region,roles,member_gender,speech
,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],,,," Επίσης, ανακοινούται, ότι σύμφωνα με τις προμνησθείσες διατάξεις υπεβλήθη από 144 Βουλευτές της Νέας Δημοκρατίας, γραπτή πρόταση κατηγορίας η οποία προσδιορίζει με σαφήνεια τις πράξεις και μνημονεύει τις διατάξεις που παραβιάσθησαν κατά του διατελέσαντος Αναπληρωτού Υπουργού Οικονομικών Νικολάου Αθανασοπούλου για την υπόθεση του Γιουγκοσλαβικού Αραβοσίτου, όπως κατά περιεχόμενο αναφέρεται στην υποβληθείσα πρόταση κατηγορίας. Και αυτή η πρόταση θα καταχωρηθεί στα πρακτικά της σημερινής συνεδριάσεως και θα εκτυπωθεί και διανεμηθεί αμέσως προς γνώση όλων των συναδέλφων της Βουλής. Για τη συζήτηση της προτάσεως αυτής επίσης, θα ορισθεί ημέρα με ειδική ημερησία διάταξη, η οποία θα κυκλοφορήσει μέσα στην προβλεπομένη προθεσμία από τον Κανονισμό της Βουλής.   κατά την εισαγωγή του στην Ελλάδα, βάσει του με αριθμό 2727/75 Κανονισμού του Συμβουλίου της ΕΟΚ. Παράλληλα επετεύχθη η πώληση του αραβόσιτου σε χώρα της ΕΟΚ με αυξημένη   τιμή για να κερδίσουν την διαφορά ανάμεσα στην τιμή αυτήν και την τιμή του γιουγκοσλαβικού αραβοσίτου, που ήταν χαμηλή, λόγω μη καταβολής της αντισταθμιστικής εισφοράς. 4. Πριν από την άφιξη κ.λ.π. του M/V ALFOSINA στην Θεσσαλονίκη, είχε εφαρμοσθεί παραπλήσιο τέχνασμα στο M/V FLAMINGO: Ο γιουγκοσλαβικός αραβόσιτος ήρθε με βαγόνια στην Ελλάδα και φορτώθηκε κατ` ευθείαν από αυτά στο παραπάνω πλοίο, που στη συνέχεια εφοδιάσθηκε, επίσης, με ψευδή πιστοποιητικά. Με την συγκεκριμένη υπόθεση δεν έχει ασχοληθεί μέχρι σήμερα η Δικαιοσύνη, όμως η παρανομία έγινε γνωστή στη Θεσσαλονίκη και στον Τύπο δημοσιεύθηκαν σχετικές φωτογραφίες και καταγγελίες. Λόγω των καταγγελιών αυτών μόλις το ΨΨM/V ALFOSINA έφθασε στο λιμάνι προορισμού του, την Αμβέρσα, οι εκεί τελωνειακές Αρχές δέσμευσαν μέρος του φορτίου του και απηύθυναν ερώτημα για την προέλευσή του στην Ελληνική Κυβέρνηση. 4.1. Την 2.7.1986 ο Θ. Αναγνωστόπουλος, Διευθυντής του Υπουργείου Οικονομικών, με τέλεξ του προς τους ενδιαφερόμενους παρέσχε την διαβεβαίωση, ότι ο αραβόσιτος ήταν ελληνικός και ""μπορούσε να κυκλοφορήσει ελεύθερα σαν προϊόν της ΕΟΚ"". 5. Την 17.8.1986 έφθασε στην Ελλάδα επιτροπή της ΕΟΚ, που είχε ειδικά συσταθεί για την υπόθεση. Τα μέλη της επισκέφθηκαν διαδοχικά την Αθήνα, την Θεσσαλονίκη και την Καβάλα όπου τους παρασχέθηκαν διαβεβαιώσεις ότι το φορτίο του ΨΨM/V ALFOSINA ήταν ελληνικό και ότι είχε φορτωθεί στην Καβάλα. Παράλληλα οι αρμόδιοι δημόσιοι υπάλληλοι αρνήθηκαν να επιδείξουν στους κοινοτικούς τα σχετικά βιβλία, ενώ για να τους παραπλανήσουν προέβησαν και στις νέες εγκληματικές ενέργειες: α. Χορήγησαν στους κοινοτικούς ψευδή βεβαίωση του Κεντρικού Λιμενάρχη Θεσσαλονίκης, για το ότι το M/V ALFOSINA είχε φθάσει εκεί την 8.5.1986, φορτωμένο με αραβόσιτο από την Καβάλα. β. Πλαστογράφησαν την υπογραφή του τότε Λιμενάρχη Καβάλας πάνω σε ψευδή βεβαίωση, ότι το M/V ALFOSINA είχε φθάσει στην Καβάλα την 30.4.1986 και είχε φορτώσει εκεί τον αραβόσιτο. γ. Σε απάντηση προχρονολογημένης αίτησης της ITCO το Τελωνείο Καβάλας εξέδωσε επίσης προχρονολογημένη ψευδή βεβαίωση, σύμφωνα με την οποία στις εκεί αποθήκες υπήρχαν 9.000 μ.τ. αραβοσίτου ιδιοκτησίας ITCO. δ. Το ίδιο Τελωνείο, σε έντυπο άδειας φόρτωσης με χρονολογία 30.4.1986 βεβαίωσε ψευδώς με χρονολογία 7.8.1986 ότι πραγματοποιήθηκε η φόρτωση της παραπάνω ποσότητας αραβοσίτου στο M/V ALFOSINA. ε. Οι ίδιοι τελωνειακοί υπάλληλοι μετέφεραν τα βιβλία κατάπλου και απόπλου σκαφών και άλλα βιβλία του Λιμεναρχείου Καβάλας στην Αθήνα, όπου και παραδόθηκαν στον τότε Πρόεδρο της ITCO Σούλη Αποστολόπουλο. Η παράδοση των βιβλίων έγινε στο υπουργείο Οικονομικών, στο γραφείο του τότε αναπληρωτή υπουργού Ν. Αθανασόπουλου, εγκαλουμένου, όπου περίμενε για να τα παραλάβει ο Αποστολόπουλος. Στην συνέχεια τα βιβλία αυτά πλαστογραφήθηκαν   ως εξής: Στις κρίσιμες χρονολογίες σβήστηκαν τα ονόματα άλλων πλοίων και τέθηκε το όνομα ALFOSINA, έτσι ώστε να εμφανίζεται, ότι αυτό κατέπλευσε στην Καβάλα, φόρτωσε εκεί και απέπλευσε για Θεσσαλονίκη. 6. Τον Οκτώβριο του 1986 υποβάλλονται σχετικές ερωτήσεις στη Βουλή των Ελλήνων. Ο τότε υφυπουργός Εμπορίου Χρήστος Φωτίου, διαβεβαιώνει το Σώμα, ότι μετά από έλεγχο που πραγματοποίησε, προέκυψε η ανυπαρξία κάθε εγκληματικής πράξης, τα όσα δε καταγγέλλονται είναι συκοφαντίες. 7. Τον Νοέμβριο του 1986 αλλοδαπή εταιρεία εγχειρίζει σχετική μήνυση στον Εισαγγελέα Πλημμελειοδικών Αθηνών και μόνον έτσι επιλαμβάνεται της υπόθεσης η Δικαιοσύνη. 8. Η Επιτροπή των Ευρωπαϊκών Κοινοτήτων πιέζει την Ελληνική Κυβέρνηση να της δώσει εξηγήσεις για το σκάνδαλο και να λάβει όλα τα αναγκαία δικαστικά και διοικητικά μέτρα. Η Ελληνική Κυβέρνηση δια στόματος του Υπουργού Εξωτερικών Κάρολου Παπούλια αρνήθηκε και τότε η Επιτροπή προσέφυγε στο Ευρωπαϊκό Δικαστήριο, όπου εγκαλεί την Ελλάδα  . Η χώρα μας κλήθηκε να υποβάλει τους ισχυρισμούς της αλλά δεν το έκανε και έτσι, στις 9.5.1989 δικάσθηκε ερήμην στο Ευρωπαϊκό Δικαστήριο, το οποίο εξέδωσε την απόφασή του. Η ζημία μόνο για την υπόθεση του ΨΨM/V ALFOΝSINA θα ανέλθει το λιγότερο σε 600.000.000 δρχ. Ο εγκαλούμενος Υπουργός επεχείρησε με παράνομες πράξεις, να συγκαλύψει το λαθρεμπόριο και την αποφυγή της καταβολής της αντισταθμιστικής εισφοράς, ύψους τότε 1 εκατομ. 350 χιλ. ECU, που αντιστοιχούσε σε 182 εκατομ. δρχ. Αποτέλεσμα των παράνομων πράξεων και παραλείψεών του είναι και να επαυξηθεί η ζημία του Δημοσίου, που υπερβαίνει σήμερα τα 600 εκατομ. δρχ., όπως αποδεικνύεται από τις απαιτήσεις των αρμοδίων οργάνων της Ευρωπαϊκής Κοινότητας, κατά του Ελληνικού Δημοσίου. Θα πρέπει να σημειώσουμε, τον διεθνή διασυρμό μας και την ανεπανόρθωτη ηθική βλάβη της πατρίδας μας, απέναντι στους Κοινοτικούς Εταίρους. Ο εγκαλούμενος: α) Υπήρξε ηθικός αυτουργός στην έκδοση ψευδών βεβαιώσεων από υπαλλήλους του υπουργείου του, με σκοπό πορισμού αθέμιτου οφέλους σε τρίτους κατ` εξακολούθηση,   για το ψευδές πιστοποιητικό ΨΨT2LΩΩ που εξέδωσε το Δ' Τελωνείο Θεσσαλονίκης, για την ψευδή βεβαίωση που εξέδωσε ο Θ. Αναγνωστόπουλος και για τις ψευδείς βεβαιώσεις που εξέδωσαν στη συνέχεια οι υπάλληλοι του Τελωνείου Καβάλας. β) Υπήρξε ηθικός αυτουργός σε πλαστογραφία,   της υπογραφής του Λιμενάρχη Καβάλας Ζαχαρίου, σε ψευδές πιστοποιητικό. γ) Υπήρξε άμεσος συνεργός σε πλαστογραφία   διότι με εντολή του έφθασαν στο γραφείο του τα βιβλία του Λιμεναρχείου Καβάλας, τα οποία παρέλαβε ο Σούλης Αποστολόπουλος και τα επέστρεψε πλαστογραφημένα. ΑΘΗΝΑ 7 ΙΟΥΛΙΟΥ 1989 ΟΙ ΠΡΟΤΕΙΝΟΝΤΕΣ ΒΟΥΛΕΥΤΕΣ ΓΙΑΝΝΗΣ Ν."
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male," Ορίστε, κύριε Αλευρά.ΣΕΛΙΔΑ 0058 ΓΙΑΝΝΗΣ Ν."
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male," Ο κ. Καλούδης ως Κοινοβουλευτικός Εκπρόσωπος του Συνασπισμού της Αριστεράς και της Προόδου, έχει το λόγο."
καλουδης στεφανου νικολαος,07/07/1989,period 5,session 1,sitting 5,συνασπισμος της αριστερας των κινηματων και της οικολογιας,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' πειραιως,['βουλευτης'],male," Κύριε Πρόεδρε, οι λόγοι για τους οποίους σχηματίσθηκε η Κυβέρνηση του κ. Τζαννετάκη και η δική μας υποστήριξη σ` αυτήν, αναπτύχθηκε πολύ καθαρά από τον Πρόεδρο του Συνασπισμού που μίλησε το πρωί και επίσης από τον Γραμματέα του."
τσοβολας κωνσταντινου δημητριος,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['βουλευτης'],male, Οι ανέντιμοι δεν μπορούν να μιλούν ...  
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male," Κύριε Τσοβόλα, καθίστε στη θέση σας. Δεν ντρέπεστε;"
τσοβολας κωνσταντινου δημητριος,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['βουλευτης'],male, Είστε ανέντιμοι...
,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],,,," Κάθισε κάτω άρρωστε, απατεώνα!  "
τσοβολας κωνσταντινου δημητριος,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['βουλευτης'],male, ...
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male," Κύριε Τσοβόλα, για τελευταία φορά, καθίστε κάτω. Κύριοι συνάδελφοι της Νέας Δημοκρατίας, παρακαλώ ησυχία και εσείς."
αδαμοπουλος αθανασιου γεωργιος,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],λαρισας,['βουλευτης'],male, Εθνική συμφιλίωση
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male, Πάψτε εσείς κύριε! Από το πρωί θορυβείτε.
καλουδης στεφανου νικολαος,07/07/1989,period 5,session 1,sitting 5,συνασπισμος της αριστερας των κινηματων και της οικολογιας,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' πειραιως,['βουλευτης'],male," Όπως, κύριε Πρόεδρε, υπογραμμίστηκε ταυτόχρονα από τις αρχές οι οποίες θα κατευθύνουν τις δικές μας προσπάθειες και ενέργειες, σε όλη αυτήν την υπόθεση, εγώ με αυτήν την ευκαιρία ήθελα απλώς να σημειώσω ότι εμείς υποστηρίζουμε τις δύο προτάσεις των 145 Βουλευτών που κατατέθηκαν σήμερα στη Βουλή.  "
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male, Ο Αρχηγός της Νέας Δημοκρατίας έχει το λόγο.
μητσοτακης κυριακου κωνσταντινος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],α' θεσσαλονικης,"['αρχηγος αξιωματικης αντιπολιτευσης(09/01/1984-10/12/1989)', 'αρχηγος κομματος:προεδρος νεας δημοκρατιας(09/01/1984-11/03/1993)']",male," Κύριε Πρόεδρε, δύο λόγια σε όσα είπε ο κ. Αλευράς πρωτύτερα. Πρώτον, αυτό αποτελεί, κύριε Αλευρά, πρωτοβουλία του Σώματος και όχι της Κυβέρνησης. Και είναι βέβαιο ότι 30 Βουλευτές του Σώματος μπορεί να κινήσουν αυτήν τη διαδικασία. Κατά συνέπεια, καλώς υποβάλλεται και δεν συνδέεται καθόλου με την ψήφο εμπιστοσύνης της Κυβέρνησης."
τσοβολας κωνσταντινου δημητριος,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['βουλευτης'],male, Ντροπή σας!
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male,"Πάψτε επιτέλους. Σας απαγορεύεται να μιλήσετε στην Αίθουσα αυτή, κύριε Τσοβόλα. Οφείλετε να ντρέπεστε."
τσοβολας κωνσταντινου δημητριος,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['βουλευτης'],male," Κύριε Πρόεδρε, ..."
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male, Σας παρακαλώ! Δεν έχετε το λόγο. Να καθίσετε κάτω. Θα σας ανακαλέσω στην τάξη.
μητσοτακης κυριακου κωνσταντινος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],α' θεσσαλονικης,"['αρχηγος αξιωματικης αντιπολιτευσης(09/01/1984-10/12/1989)', 'αρχηγος κομματος:προεδρος νεας δημοκρατιας(09/01/1984-11/03/1993)']",male," Δεύτερον, σε ό,τι αφορά τον προσδιορισμό της συζήτησης, είναι βέβαιο ότι θα πρέπει να καλέσετε τη Διάσκεψη Προέδρων για να συζητήσετε λογική ημερομηνία συζήτησης. Αλλά σε καμία περίπτωση δεν πρέπει να παραβλέπετε το γεγονός ότι τα χρονικά όρια της εκκαθάρισης αυτής της υπόθεσης, είναι ασφυκτικώς στενά. Και τρίτον θέλω να τονίσω ότι είναι ένα στάδιο προκαταρκτικό, το οποίο δεν προδικάζει, σε καμιά περίπτωση, τίποτα, πέραν αυτού το οποίο αναφέρεται στη συγκεκριμένη πρόταση. Από εκεί και πέρα θα κινηθούν οι διαδικασίες, όπως προβλέπονται από το Σύνταγμα και τον Κανονισμό, για να χυθεί άπλετο φως σ' αυτήν την υπόθεση."
τσοβολας κωνσταντινου δημητριος,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['βουλευτης'],male, Λάσπη ρίχνετε συνεχώς!
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male," Κύριε Τσοβόλα, πάψτε να ασχημονείτε στην Αίθουσα. Ασχημονείτε, κύριε Τσοβόλα."
μητσοτακης κυριακου κωνσταντινος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],α' θεσσαλονικης,"['αρχηγος αξιωματικης αντιπολιτευσης(09/01/1984-10/12/1989)', 'αρχηγος κομματος:προεδρος νεας δημοκρατιας(09/01/1984-11/03/1993)']",male," Εμείς, δεν προδικάζουμε, με την πρότασή μας, τίποτα. Ούτε το συμπέρασμα της εξεταστικής ανακριτικής επιτροπής -εάν φυσικά γίνει δεκτό- και συγκροτηθεί - και θα γίνει νομίζω δεκτό - ούτε πολύ περισσότερο την ευθύνη κανενός. Ενεργούμε σύμφωνα με το Σύνταγμα και τους νόμους του Κράτους και αισθανόμαστε την ανάγκη αυτήν την ώρα να κάνουμε αυτήν τη συγκεκριμένη πρόταση για να εκκαθαρισθεί το θέμα.   ΓΙΑΝΝΗΣ Ν."
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male," Κύριε Πρόεδρε, να μην μπούμε επί της ουσίας του θέματος μόνο. ΓΙΑΝΝΗΣ Ν."
καλουδης στεφανου νικολαος,07/07/1989,period 5,session 1,sitting 5,συνασπισμος της αριστερας των κινηματων και της οικολογιας,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' πειραιως,['βουλευτης'],male," Κύριε Πρόεδρε, παρακαλώ το λόγο."
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male," Ορίστε, κύριε Καλούδη, έχετε το λόγο."
μητσοτακης κυριακου κωνσταντινος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],α' θεσσαλονικης,"['αρχηγος αξιωματικης αντιπολιτευσης(09/01/1984-10/12/1989)', 'αρχηγος κομματος:προεδρος νεας δημοκρατιας(09/01/1984-11/03/1993)']",male," Κύριε Πρόεδρε, παρακαλώ μετά τον κ. Καλούδη να δοθεί και σε μένα ο λόγος."
καλουδης στεφανου νικολαος,07/07/1989,period 5,session 1,sitting 5,συνασπισμος της αριστερας των κινηματων και της οικολογιας,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' πειραιως,['βουλευτης'],male," Σε ό,τι αφορά τουλάχιστον εμάς, θέλω να υπογραμμίσω ότι σκοπός είναι ακριβώς να δοθεί άπλετο φως σε όλη αυτήν την υπόθεση. Και θα είμαστε ευχαριστημένοι αν πραγματικά το συμπέρασμα που θα βγει θα δείχνει όλη την πραγματικότητα."
τσοβολας κωνσταντινου δημητριος,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['βουλευτης'],male, Θα τρίζουν τα κόκαλα του πατέρα σου!
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male," Παρακαλώ, κύριε Τσοβόλα. Μα τέλος πάντων. Ορίστε, κύριε Καλούδη, συνεχίστε."
καλουδης στεφανου νικολαος,07/07/1989,period 5,session 1,sitting 5,συνασπισμος της αριστερας των κινηματων και της οικολογιας,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' πειραιως,['βουλευτης'],male," Γι' αυτό υπογραμμίζουμε ξανά ότι η δική μας συνεισφορά και προσπάθεια είναι πραγματικά να δοθεί άπλετο φως στην υπόθεση, ώστε να κλείσει το θέμα, μετά από την προθεσμία που έχει στα χέρια της αυτή η Κυβέρνηση."
τσοβολας κωνσταντινου δημητριος,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' αθηνων,['βουλευτης'],male," Ρίξτε τη μάσκα, κύριε Καλούδη. Αποκαλυφθείτε στο Λαό."
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male," Παρακαλώ, κύριε Τσοβόλα. Για τελευταία φορά τέλος πάντων! Έχω στα χέρια μου από τον κ. Σκουλαρίκη υπογεγραμμένη νομοτύπως μια αίτηση, όπου ζητά το λόγο επί προσωπικού θέματος, μετά την ομιλία του κ. Κεφαλογιάννη. Ορίστε, κύριε Σκουλαρίκη, ποιο είναι το προσωπικό θέμα."
σκουλαρικης παναγιωτη ιωαννης,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],ηλειας,['βουλευτης'],male," Κύριε Πρόεδρε, ο κατελθών από το Βήμα κ. Κεφαλογιάννης ανέφερε το όνομά μου και επί θεμάτων της Υπουργίας μου και θα ήθελα παρακαλώ να δώσω τις ανάλογες εξηγήσεις."
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male, Ποιο είναι το προσωπικό θέμα.
σκουλαρικης παναγιωτη ιωαννης,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],ηλειας,['βουλευτης'],male, Λέω ότι με ανέφερε σε θέματα...
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male," Σας ανέφερε πού; Σας δημιούργησε προσωπικό θέμα, σας ύβρισε, τι έγινε;"
σκουλαρικης παναγιωτη ιωαννης,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],ηλειας,['βουλευτης'],male," Με συνέδεσε με ορισμένα γεγονότα που συνέβησαν επί της Υπουργίας μου. Είμαι εγγεγραμμένος στην ημερήσια διάταξη, αλλά δε γνωρίζω αν θα φθάσει η σειρά μου να μιλήσω εφ' όλων, οπότε θα μπορούσα να αναφερθώ και σ' αυτά, νομίζω ότι πρέπει να μου δώσετε τον ανάλογο χρόνο για δύο απαντήσεις, τις οποίες είναι χρήσιμο και στο Κοινοβούλιο και στον ελληνικό Λαό, ο οποίοςΣΕΛΙΔΑ 0059 παρακολουθεί από την τηλεόραση, να τις γνωρίζει."
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male," Κύριε Σκουλαρίκη, δεν αντιλαμβάνομαι ακόμα πού είναι το προσωπικό θέμα."
σκουλαρικης παναγιωτη ιωαννης,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],ηλειας,['βουλευτης'],male," Κύριε Πρόεδρε, συνεννοηθήκαμε μαζί και μου είπατε να υποβάλω την αίτηση. Τώρα, εάν θέλετε να παίζουμε εδώ την κολοκυθιά..."
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male," Θα κάνω την εξής εξαίρεση, αν θέλετε. Λέτε ότι αναφέρεσθε στην ομιλία του κ. Κεφαλογιάννη και ότι έχετε διατελέσει και Υπουργός. Κανονικά έπρεπε να μιλήσετε 10 λεπτά στο τέλος της συνεδριάσεως."
σκουλαρικης παναγιωτη ιωαννης,07/07/1989,period 5,session 1,sitting 5,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],ηλειας,['βουλευτης'],male, Το είπα. Γι' αυτό σας εζήτησα και αυτό και μου είπατε στο τέλος της συνεδριάσεως. Και μου είπατε να υποβάλω αίτηση επί προσωπικού θέματος.
τσαλδαρης κωνσταντινου αθανασιος,07/07/1989,period 5,session 1,sitting 5,νεα δημοκρατια,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],επικρατειας,['ε προεδρος βουλης(07/04/1989-21/11/1989)'],male," Κύριε Σκουλαρίκη, θα σας δοθούν 5 λεπτά για να μιλήσετε επί του προσωπικού σας θέματος."
